Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GradeClass
16,1,1,1,14.098222654626722,8,1,2,1,0,0,0,2
17,0,2,1,1.7040095511932396,1,1,2,0,0,0,0,2
18,1,0,2,13.001849022798629,22,0,2,1,1,0,1,4
17,1,0,2,13.073129528112409,23,0,3,1,1,1,0,4
16,0,0,1,19.124423472872554,29,1,3,1,1,0,0,4
16,1,3,2,0.060417427123224954,21,0,2,0,0,0,1,4
17,0,1,0,4.958648996116144,13,0,1,1,0,0,0,4
18,1,3,2,18.55582958750631,10,0,3,0,1,0,0,2
18,0,0,2,18.64267830796566,22,0,3,1,0,0,0,4
15,0,1,1,14.411728387412747,10,1,3,1,0,0,0,2
18,1,1,2,15.315266420950799,16,0,2,0,1,0,0,4
17,1,0,1,1.8296591585929423,3,0,1,0,0,0,0,2
16,1,2,2,10.277516695564673,12,0,3,0,0,0,0,3
15,0,3,0,4.6316598257799875,6,1,2,0,0,1,0,2
15,0,2,3,3.6243608722723453,15,1,4,0,0,1,0,3
16,0,2,1,16.20606598246665,0,1,3,1,0,0,0,1
18,1,0,3,2.7007627336109485,12,0,1,0,0,0,0,4
16,0,0,1,9.373032739927705,0,0,2,0,1,1,1,1
18,0,3,2,18.77156479172066,10,1,3,0,0,0,0,2
16,1,0,1,3.716641111306851,5,0,2,0,0,0,0,3
17,0,2,3,19.55986847476469,19,1,2,0,0,0,0,4
18,0,2,1,19.88575971522118,2,0,3,1,0,0,0,0
17,1,1,1,11.112343093648057,11,0,3,0,0,0,0,3
15,0,3,2,3.4028548035431583,4,0,1,1,1,1,1,2
16,1,0,0,6.322097758817913,8,1,2,0,0,0,0,3
15,1,0,1,8.489856653530703,25,1,4,1,0,0,0,4
15,1,0,3,6.186484487164458,25,0,4,0,1,0,0,4
15,1,0,4,5.612711597530316,11,0,3,1,0,0,0,3
15,1,0,1,19.44459418432715,29,1,4,1,0,1,0,4
16,0,0,3,3.067296548314913,29,0,2,1,0,0,0,4
15,0,2,2,14.666558174337245,27,1,2,1,0,0,0,4
16,1,3,1,0.008205789,26,0,2,1,0,0,0,4
16,1,0,2,11.923653388047537,9,0,1,1,0,0,0,2
17,0,0,2,18.31886007908105,18,0,2,1,0,0,0,4
18,1,3,4,5.758681882,4,0,2,1,1,0,1,1
18,1,0,1,3.710519505154384,25,0,3,1,0,0,0,4
16,1,0,2,13.033595897568539,4,0,3,0,0,0,1,1
17,0,0,0,14.252028145967863,8,0,3,0,0,0,0,2
16,0,1,1,13.760610379039626,26,0,2,1,0,0,0,4
16,1,0,0,6.386337600427481,27,0,1,0,0,0,0,4
16,1,3,4,5.044048043186617,25,1,2,1,0,0,0,4
17,0,0,3,19.118375999240882,26,0,3,0,1,1,0,4
18,0,1,2,18.46599016539859,19,0,1,0,1,1,0,4
17,1,0,2,9.146332197856406,16,0,2,1,0,0,1,4
15,1,0,1,16.923877323087467,9,0,2,0,1,0,0,2
17,0,1,1,9.046469553,20,1,3,0,0,0,0,4
17,0,2,1,8.487780361450207,0,0,3,0,0,0,0,1
17,0,2,1,3.135258951985893,21,1,3,0,1,0,1,4
17,1,1,2,8.528121129839457,27,0,2,1,1,0,0,4
18,0,3,2,10.74833877199614,15,0,2,0,0,1,1,4
15,1,2,0,0.4500865485737293,25,0,1,1,0,0,0,4
18,0,2,0,8.882260103508129,25,1,1,0,0,0,0,4
18,0,0,1,15.627124367904006,14,1,1,1,0,0,1,4
17,0,0,2,13.600921127485396,22,0,1,0,1,0,0,4
16,0,0,3,12.70313978,16,1,1,0,0,0,1,4
16,1,1,2,18.19110856874405,25,0,1,0,0,1,0,4
18,1,0,3,0.3606401965046002,19,1,1,0,0,0,0,4
18,0,0,2,11.140951723844683,24,0,3,0,0,0,1,4
17,1,2,1,15.746976968194142,12,0,4,1,1,0,0,1
18,0,2,1,10.826707654025345,0,0,3,0,1,1,0,0
17,0,3,3,6.477911051607583,24,1,0,0,0,0,0,4
16,0,0,2,2.725011301839557,7,1,2,0,0,0,0,2
16,0,1,1,17.751261436323826,4,1,3,1,0,0,0,1
15,1,0,2,9.415247848,5,1,1,0,0,0,0,1
16,0,0,2,17.562303939714027,22,0,3,0,0,0,0,4
18,0,0,2,11.717042448663367,19,1,2,0,0,0,0,4
16,1,0,3,13.483842332300016,29,1,4,1,0,0,0,4
17,0,0,2,16.085223087569002,13,0,3,1,0,1,0,2
16,0,2,2,13.183110892002688,21,0,3,0,1,0,0,4
15,0,0,0,7.961096813578754,22,0,3,0,0,0,1,4
16,1,2,0,10.27266767857302,10,1,1,0,1,0,1,2
17,0,1,1,16.060910493517596,5,1,1,1,0,0,0,2
17,1,0,0,7.473005927459684,10,1,2,0,1,0,0,3
18,0,0,2,7.762429135369942,12,1,1,1,0,0,0,4
16,0,0,2,1.913802321160023,11,1,1,0,1,0,0,3
17,1,1,1,18.291688704434954,21,1,2,0,0,0,0,4
15,0,0,3,1.8207262989088346,1,1,3,0,1,1,0,0
18,0,0,1,12.964183548971118,20,0,0,1,1,0,0,4
15,1,0,1,8.263889576055954,2,0,1,1,0,0,0,2
16,1,1,1,8.112387805108847,22,0,2,1,0,0,0,4
16,1,3,1,13.591036731453679,3,1,2,0,1,0,1,1
16,1,0,1,1.3418746525975744,16,0,1,0,1,0,0,4
18,1,2,2,11.874115659028693,27,0,4,0,1,0,0,4
17,0,1,2,15.440635719447096,27,0,2,0,1,0,0,4
18,1,3,4,16.564255157731886,21,0,2,0,1,1,0,4
15,0,2,0,3.410607787875506,5,0,0,0,0,0,0,2
18,0,1,1,17.948381001563472,6,0,2,0,0,1,1,2
15,0,1,0,13.122921836948844,14,0,3,0,0,0,0,3
18,1,2,2,17.637096016413658,10,0,1,1,0,1,0,2
17,1,0,0,9.705614342203965,23,0,2,0,0,0,0,4
15,0,0,3,10.84066690194404,2,0,0,1,0,0,0,2
16,1,0,2,18.38076554057342,29,0,4,0,0,0,0,4
16,1,2,2,17.998190867093435,5,0,0,1,0,0,0,1
18,1,2,2,8.963217467,25,0,3,0,0,0,1,4
16,1,0,1,5.488252632713635,1,0,2,0,0,0,0,2
15,0,1,1,7.863408691285283,28,1,2,1,0,0,0,4
16,0,0,1,7.755286570594995,13,0,3,0,0,0,1,4
17,1,0,2,5.7373374996558795,8,0,1,1,1,0,0,2
17,0,3,1,5.371592086659332,17,0,2,1,0,0,0,4
18,1,0,1,17.22125872959439,18,0,2,0,1,0,0,4
15,1,0,4,1.3972384136932336,11,0,0,1,0,1,0,3
17,0,1,0,13.552223641991883,12,0,3,1,0,0,0,2
17,0,2,3,3.456401029129046,25,0,0,0,0,0,0,4
15,0,0,2,6.890117867881265,11,0,3,1,0,0,0,4
16,1,1,1,1.2308606826967372,11,0,2,1,0,1,0,3
16,0,1,1,5.399472737109241,17,1,1,0,0,1,0,4
18,1,0,1,15.368421422344841,8,0,3,0,1,0,0,2
16,0,0,2,17.700306490945174,16,1,2,0,1,1,0,3
15,0,1,2,4.430543038047341,20,0,2,1,1,0,0,4
17,1,0,2,9.270956785178438,15,0,2,1,1,0,1,4
16,1,3,3,9.406480958744128,16,0,1,1,0,0,1,4
18,1,2,2,17.471506115194686,20,1,3,0,0,0,0,3
16,1,3,1,15.255981057516108,23,0,2,0,0,0,1,4
15,1,0,1,10.261544367360997,7,0,1,1,0,0,1,3
18,1,3,3,13.414944009435468,10,0,3,0,1,0,0,2
16,1,0,1,16.947101078187337,23,0,0,1,1,0,0,4
18,1,0,0,0.19077908051089887,1,1,1,1,1,0,0,1
15,0,0,2,8.057800621000972,7,0,2,0,1,0,0,2
17,1,0,2,18.144863345541573,11,0,3,0,0,0,0,3
15,1,1,3,14.806260616879028,20,0,4,0,0,0,0,4
15,0,0,2,10.856827486681492,0,0,3,1,0,1,0,0
15,1,0,0,10.592890540702669,22,0,2,1,1,0,0,4
15,0,1,3,6.955401952088756,12,0,3,1,1,0,0,2
17,0,0,1,10.41041067283029,21,0,2,0,0,0,1,4
17,1,1,1,13.107663989269065,20,1,1,0,0,0,0,4
18,0,0,2,8.367260769,16,0,4,1,0,1,0,4
16,1,2,0,14.28306292784348,13,1,1,0,0,0,0,4
17,0,2,2,17.224644545207717,13,0,2,1,1,0,0,2
17,0,0,1,3.0936969636972234,15,0,3,0,0,0,0,4
16,0,0,2,9.030940456348489,16,0,3,0,0,1,0,4
17,1,0,1,8.160401825701623,5,1,0,0,0,0,0,2
15,1,2,2,13.749296080994561,25,0,0,0,1,0,1,4
15,0,0,3,4.997349305158587,27,0,2,1,0,0,0,4
16,0,0,1,12.805018299045525,6,0,2,0,0,0,1,2
18,1,0,1,17.54978483462976,25,1,2,1,0,0,0,4
18,1,0,1,8.362631995872453,25,0,2,0,0,0,0,4
16,0,0,1,18.220313999584402,0,0,4,0,0,0,0,0
16,0,2,2,19.86327477866957,24,0,1,0,1,1,0,4
15,1,0,2,2.1218409989590414,14,1,2,0,1,0,0,4
18,1,0,1,4.661063759697173,19,1,2,0,0,0,0,4
17,1,2,1,19.007595029641863,20,0,1,1,0,0,0,4
15,1,2,1,19.166553729627736,17,0,1,0,1,0,0,4
16,1,0,2,1.954145508,29,1,4,0,0,0,0,4
18,0,0,1,0.2999700075427336,27,1,3,0,0,0,0,4
17,1,0,4,3.222000465128445,25,0,1,0,0,0,1,4
17,0,3,2,19.920255667644966,12,1,3,0,0,0,0,2
15,1,0,1,3.5999923322137373,23,0,1,1,0,0,0,4
18,0,3,2,10.050952134440463,29,0,3,0,1,1,0,4
18,1,1,3,16.96835452861022,1,1,0,0,1,0,0,1
16,1,1,2,0.4080322137641268,18,0,3,1,0,0,0,4
18,0,0,1,12.08977964516919,14,1,0,0,1,0,1,3
18,0,0,1,5.540508977392486,11,0,2,0,0,1,0,4
15,1,0,3,17.246698328794633,14,0,3,0,0,1,0,4
18,1,0,2,5.669222985281584,24,1,1,0,0,1,0,4
17,1,1,2,13.735114405638178,17,0,2,0,0,0,0,4
15,1,3,3,13.484392648947939,13,0,0,1,1,0,0,3
15,1,1,3,4.429870977192801,5,1,3,1,1,0,1,1
16,0,2,3,0.6959839973670023,11,0,2,1,1,0,0,4
18,0,0,0,8.184991475707946,19,0,2,0,0,0,1,4
16,1,0,2,5.783863039317394,22,1,4,1,0,0,0,4
17,0,0,2,16.179554992274173,29,0,2,0,0,0,0,4
15,0,1,2,16.007283769106905,29,1,0,0,1,1,0,4
15,0,3,2,9.140479044,5,1,3,0,0,0,0,2
15,1,1,1,12.13024450646438,25,0,3,0,0,1,0,4
17,0,0,2,12.085190319738503,29,0,4,1,0,0,1,4
17,1,0,2,16.543162968552465,8,1,1,1,0,0,0,2
16,0,1,0,8.500048282,29,0,2,1,1,0,0,4
16,1,0,2,5.5089335958101815,24,0,3,1,1,0,0,4
16,0,2,1,5.300698363,25,0,3,1,1,0,1,4
18,1,2,1,10.723845585644083,3,0,3,0,1,0,1,1
15,1,1,0,8.982964055,16,0,1,0,0,0,0,4
15,0,0,2,8.802415419698724,1,1,1,1,0,1,0,1
16,1,0,2,1.8227467817941445,15,1,1,0,0,0,0,4
15,1,0,2,14.372074813803913,23,0,4,1,1,0,0,3
16,1,0,2,4.274733759638214,13,0,1,0,0,0,0,4
18,1,0,3,3.9390726041744273,25,0,2,0,0,1,0,4
18,1,1,1,8.255166405547868,7,0,2,0,0,0,1,3
17,1,1,1,4.555566832356028,13,1,2,1,0,1,0,3
18,1,0,3,11.677165346160308,1,1,2,0,0,0,0,1
16,1,0,1,7.429266787,15,1,3,1,0,0,0,3
18,0,0,4,8.978234451855801,3,0,2,0,1,0,0,2
17,0,0,3,10.743386432080577,0,0,1,1,0,0,1,1
15,1,2,2,4.070710449636097,22,0,2,0,0,0,0,4
16,1,0,4,3.115032457310596,19,0,3,0,1,0,0,4
15,0,0,0,17.608438057472096,26,0,4,0,0,0,0,4
17,0,0,1,8.674474056628421,13,1,3,0,0,1,0,3
17,0,2,2,8.241872192650783,7,1,3,0,0,0,0,2
17,1,1,1,0.7122430054568296,24,1,2,1,0,0,0,4
15,0,0,3,9.959526051747865,27,1,3,0,0,0,1,4
15,1,1,0,11.083394432220002,24,0,4,0,0,0,0,4
15,1,2,2,11.17681741909333,2,0,2,0,1,0,0,1
15,0,3,2,14.140623386457687,4,0,0,0,0,0,0,2
17,1,0,2,3.5496366998202356,5,0,4,0,0,0,0,2
17,1,2,1,5.044462684612377,21,0,3,0,0,0,0,4
16,1,3,1,16.214609304608253,25,1,2,0,1,0,0,4
16,1,3,3,18.94341233686788,7,0,4,0,1,1,0,1
15,0,1,1,2.7186549473464128,5,0,2,0,0,1,0,3
18,0,1,3,9.952991090104364,5,0,2,1,0,0,0,2
18,1,0,2,4.2835250547917365,3,0,3,0,1,1,0,1
17,1,2,2,1.2014633670996488,6,0,1,0,0,0,0,3
17,0,1,2,6.510066762522708,29,0,3,0,0,0,1,4
17,1,1,1,2.873752503684255,29,0,1,0,0,0,0,4
16,0,0,2,14.198661468684925,23,1,1,0,0,0,0,4
16,1,2,3,10.674508273428888,18,0,2,1,0,1,0,4
17,1,2,2,2.8766894198062176,6,0,2,0,0,0,0,3
17,0,0,4,0.18483176811028734,2,0,1,1,0,0,0,2
17,0,2,2,16.163140980484254,7,1,4,0,0,0,0,1
18,0,1,1,3.5238881232849506,0,0,2,1,0,0,0,2
16,0,2,1,12.12433284441532,0,1,1,1,0,1,0,0
18,1,0,4,6.738438261534911,13,1,2,0,1,0,0,3
18,0,0,1,11.709718766300712,5,1,3,0,0,0,0,2
17,1,3,3,6.31307254,9,0,2,0,0,0,1,3
17,0,0,3,1.7387912138450834,24,0,1,1,0,0,0,4
15,0,2,1,4.459000171155072,27,0,1,0,0,0,0,4
15,1,0,0,3.761171329581512,13,0,2,0,0,0,0,4
18,0,1,2,8.560387048792876,3,0,2,0,0,0,1,2
16,0,0,1,13.165675668523146,5,1,3,0,0,1,0,1
17,0,1,2,5.276121498927151,15,1,4,1,0,0,0,3
17,0,0,2,0.24139870601235902,27,0,1,1,1,1,0,4
18,1,0,2,10.378747285295137,20,0,3,0,1,1,1,4
15,1,0,2,12.11518978717944,27,1,4,0,1,1,0,4
16,0,0,1,19.257409880036192,0,0,4,0,0,0,0,0
15,0,3,2,11.789416061864937,5,0,4,1,0,1,0,1
15,0,3,1,9.423451187562836,8,0,3,1,1,0,0,2
15,1,0,1,11.468032517954077,14,1,2,0,0,0,1,3
15,1,2,2,18.55801259724054,11,0,2,0,1,0,1,3
17,1,0,3,16.567562912032926,2,1,2,1,0,0,0,1
17,1,1,1,6.459574667,10,0,3,0,0,1,0,3
15,0,2,2,4.745087273142746,14,0,2,0,0,0,0,3
16,0,3,2,5.252672247321472,2,0,1,0,0,0,0,2
18,0,0,1,10.08842079430426,13,0,1,0,0,0,0,4
16,1,2,1,14.880989024571555,1,0,3,0,0,1,0,1
16,0,0,3,10.064384143659241,28,0,3,1,0,0,0,4
16,1,3,2,1.3559279165622518,3,1,2,0,0,1,1,2
15,1,0,2,14.471614008799618,25,0,1,0,0,0,0,4
17,0,1,2,16.119402573419077,18,1,3,0,0,0,0,4
16,0,1,0,5.789957302394393,11,1,0,1,0,0,0,4
15,0,1,2,13.282514785667008,1,1,2,0,0,0,0,1
16,1,0,2,8.531838021087868,16,1,2,0,0,0,1,4
16,1,3,2,17.782387114548857,2,0,4,0,0,0,0,1
15,0,0,1,16.904511163214796,9,0,2,1,1,0,0,2
17,0,1,0,10.508639966192845,15,1,2,0,0,0,1,3
17,1,0,1,13.83011091627189,21,1,3,0,1,0,0,4
18,0,0,4,17.66699402044208,8,1,2,0,1,0,1,2
15,1,1,2,9.914340202,10,0,1,0,0,0,0,3
18,1,0,2,6.265014809776439,20,0,2,1,0,0,0,4
18,0,0,0,15.073322758191626,14,0,4,1,0,0,0,2
18,0,0,0,4.401325095693835,2,1,2,0,0,1,1,1
17,0,0,2,7.770622960120841,15,0,3,0,1,0,0,3
15,0,2,2,17.314544742135872,29,0,4,0,1,0,0,4
18,1,2,2,14.488446805386301,20,0,3,0,0,0,1,4
15,1,0,1,8.076220104949986,20,0,3,1,0,0,0,4
15,1,0,2,4.294890048167148,20,0,3,0,1,0,0,4
17,0,0,1,7.119367816644731,27,1,4,0,1,0,0,4
18,1,0,1,5.682082985,11,1,4,1,0,0,0,3
18,0,1,2,3.5217857588770785,22,0,4,0,0,0,0,4
15,0,1,1,14.866658271313133,4,0,3,0,0,0,1,2
16,0,0,1,5.041397737003431,6,1,2,1,0,0,1,2
17,0,0,2,9.083349403355276,8,0,1,1,1,0,0,1
17,0,0,2,7.717188936722181,20,1,2,1,1,0,0,4
17,0,2,3,19.641547572712618,17,0,4,1,1,1,0,3
17,1,3,2,7.8218448829644105,20,0,3,0,0,0,0,4
18,0,0,0,1.599649655935096,7,0,2,0,1,0,0,3
18,1,0,1,1.7965150514416806,11,1,2,0,0,0,1,4
16,1,2,4,11.815074427061296,19,0,2,1,0,1,0,4
17,0,3,2,11.987271034765312,1,0,2,0,0,0,0,2
17,0,0,2,8.37517981,9,0,3,0,0,0,0,2
15,0,0,0,8.636873846240594,18,0,2,1,0,0,0,4
18,1,0,2,1.0786516568174243,8,0,1,0,0,0,0,4
17,0,1,0,10.330930207785245,24,0,2,0,0,0,0,4
16,1,0,2,10.094789507607034,23,0,1,0,1,0,0,4
16,0,0,3,2.9909863711388907,7,0,4,0,0,0,0,3
18,0,1,4,2.0767877222185516,23,0,2,0,0,0,0,4
16,1,0,2,2.471449812,23,0,4,0,0,0,0,4
16,1,2,2,2.0205649298251704,23,0,1,0,1,0,0,4
18,0,0,3,12.194163910735195,0,0,1,0,0,0,0,2
17,1,0,2,3.9296530480583725,5,0,3,0,0,0,0,3
17,1,1,0,5.0286030437492695,11,0,3,0,1,0,1,3
16,1,0,2,3.4714428830287947,24,0,2,0,0,1,0,4
16,1,3,1,19.15670608897006,23,0,1,0,0,1,0,4
17,1,1,2,17.09234926303671,18,0,0,0,1,0,0,4
18,0,0,2,4.609896747030417,26,0,3,1,0,0,0,4
16,0,2,2,6.551325878,16,0,1,1,1,0,0,4
15,1,0,1,4.197856846099944,1,1,2,0,0,0,0,2
18,0,3,1,9.837519189216476,10,1,3,0,0,0,1,3
16,0,0,2,0.3922106494850719,17,0,0,0,0,0,0,4
16,1,1,3,13.427360177935913,22,0,1,1,1,0,0,4
15,0,0,2,10.463162996352832,27,1,0,1,0,0,0,4
15,1,0,1,17.972778566022065,21,1,4,0,0,1,0,4
17,1,2,3,3.287853686568283,10,0,2,1,0,1,0,3
18,0,2,3,16.082184921222634,17,0,4,1,0,0,0,4
18,1,0,1,15.839220289334314,7,0,1,0,1,0,0,1
17,1,0,0,2.5436237843377385,14,0,3,0,1,0,0,3
18,1,2,2,7.971184482882552,8,0,1,0,0,1,0,3
18,1,3,3,3.403052822890338,14,0,2,0,0,0,0,4
18,1,0,4,5.0944100091509785,6,1,3,0,0,0,0,2
18,0,0,3,5.264923496610887,19,0,3,1,0,0,0,4
18,0,0,2,11.124727880515454,12,0,3,0,1,0,0,3
15,1,2,2,8.228218635,12,0,3,0,0,0,1,3
18,1,0,0,18.954656080126107,0,0,1,1,0,1,0,1
15,0,0,1,2.5274028389401026,19,0,2,0,0,0,0,4
18,1,2,2,19.473842697003974,3,0,2,0,0,0,0,1
17,0,0,2,4.612772804285279,23,0,3,0,0,1,0,4
16,1,0,2,15.457478727637062,3,0,1,0,1,1,0,1
15,1,0,2,6.779398523456428,3,1,4,0,0,0,0,0
18,1,0,1,2.861627908346278,12,0,2,1,0,0,1,3
17,1,0,2,17.1577837,1,0,3,0,0,1,1,1
16,1,1,0,6.177217984729264,27,0,1,0,1,0,0,4
15,1,0,2,13.177108084536844,25,0,2,0,0,0,0,4
16,1,1,2,11.328873701732531,22,0,3,1,0,0,0,4
17,0,2,2,9.435126187817486,14,0,2,1,0,0,0,3
15,0,2,4,9.916389452970781,3,0,4,1,0,0,0,1
16,0,0,1,14.644758281845752,26,0,3,0,1,0,0,4
18,1,0,2,1.7554582824688114,5,1,2,1,0,0,0,2
15,1,0,1,13.363613239158102,2,0,3,1,0,0,0,1
16,1,0,2,17.916242027971574,6,0,3,1,0,1,0,1
17,1,0,3,1.155763940397283,5,0,3,0,0,0,1,4
17,1,1,2,2.813066784673335,2,1,1,0,0,0,0,1
15,1,0,3,14.332638734040628,3,0,2,0,1,1,0,1
16,1,0,1,8.745632964892351,9,0,3,0,0,0,0,3
15,0,0,3,8.070972416273767,29,1,3,1,1,0,0,4
15,1,1,0,2.739332690884717,20,0,2,0,0,0,0,4
16,0,0,3,10.135400814355762,8,0,1,0,1,0,0,3
16,0,1,1,2.530906223927545,29,0,2,0,0,0,0,4
18,1,0,1,9.532409126210808,5,1,0,0,0,0,0,2
16,1,2,2,15.272305979233135,28,1,3,0,0,0,0,4
17,0,2,3,5.165287158,19,1,3,0,0,0,0,4
15,0,0,0,9.615723363594546,26,1,2,1,0,0,0,4
15,1,0,1,19.840319387936713,10,1,3,0,1,1,1,1
17,1,0,3,13.733008467080746,6,0,2,1,1,0,0,2
16,0,0,1,16.827135426103972,17,1,3,0,0,1,0,3
17,1,1,1,8.296952131210915,3,0,1,1,0,0,0,2
17,1,2,2,15.357218462517107,4,0,2,0,0,0,0,2
18,1,1,1,0.8101834588264367,3,0,3,0,1,1,0,1
17,0,2,3,2.4582236508448996,3,0,1,0,0,1,0,2
15,0,0,2,4.061411858401243,26,1,2,0,0,0,0,4
17,0,0,2,8.039038492,12,0,2,0,1,1,0,3
15,1,2,4,16.914897566515265,15,0,1,1,0,0,0,4
15,1,0,2,6.925321016,24,0,1,0,1,0,1,4
15,0,1,0,13.092423870309258,13,1,1,0,0,0,0,4
16,0,0,1,14.186285896069668,10,0,4,1,1,1,0,1
18,0,0,2,11.723647081766828,28,0,3,0,0,1,1,4
15,1,3,1,7.144839363402724,1,0,2,0,0,0,0,2
15,0,0,3,11.541066834270886,21,0,3,1,1,0,1,4
16,0,3,2,6.845311855794924,13,0,0,0,0,1,0,4
15,1,3,1,1.6774747710402416,23,0,2,1,0,0,0,4
17,1,2,2,19.85607956372029,23,1,1,1,0,0,0,4
17,1,1,2,2.543649072650218,26,0,1,1,0,0,0,4
18,0,1,3,1.446967676721147,6,0,3,1,1,0,0,2
15,1,2,3,17.57061498414312,25,0,1,0,0,0,1,4
16,1,0,2,6.036693217857902,10,0,3,0,1,0,1,3
17,0,0,2,13.005939481470152,3,0,2,1,0,0,0,2
16,1,1,2,6.580114593244657,6,0,0,0,0,0,0,3
16,0,0,2,7.829085415889423,28,0,3,0,1,0,0,4
17,0,0,1,5.24225944,15,1,2,1,0,0,0,4
16,1,0,1,6.860880115860204,25,0,2,0,1,0,0,4
17,1,1,2,8.214008011730861,5,0,1,0,0,0,0,3
16,1,2,1,14.408321381846857,26,0,0,0,0,0,0,4
17,1,0,0,10.230723884695836,5,0,4,0,0,1,0,1
15,1,3,2,18.87130434313954,1,0,2,0,0,0,0,0
18,1,1,0,0.8376078767755102,23,0,0,1,0,0,0,4
17,0,2,2,10.061366452640563,7,1,3,1,0,0,0,2
17,0,1,2,11.684495776634362,29,0,1,1,0,0,1,4
18,1,2,4,18.40393972148548,26,0,1,0,0,1,0,4
17,0,0,2,0.9831704724285517,6,1,1,0,0,0,0,2
17,1,2,0,11.46999169870432,26,0,2,0,0,0,1,4
16,0,0,2,17.07259857055914,24,1,0,0,0,0,0,4
18,0,2,3,4.838554562384731,23,0,2,0,0,0,1,4
15,0,3,4,17.52584697047875,13,0,3,0,0,1,0,3
17,1,0,2,0.38086818548583645,8,0,1,0,0,0,1,4
18,0,0,1,14.649092582674594,14,1,2,0,0,0,0,3
16,1,2,3,18.66226442337306,24,1,2,1,0,1,0,4
15,0,0,1,13.143953232801245,21,0,2,0,1,0,0,4
18,0,2,2,8.78058488,17,0,4,1,0,0,0,4
15,0,0,2,0.8976203294543605,11,0,2,0,0,0,0,4
15,0,0,0,18.402276266452574,22,0,0,0,1,0,0,4
15,0,3,1,9.405924453831496,18,0,2,0,0,1,0,4
17,1,1,1,0.5799348867189602,12,0,1,0,0,0,0,4
17,1,2,2,13.796421426575238,6,0,3,0,1,1,0,2
16,0,0,3,9.636745071525164,24,0,0,0,0,0,0,4
16,0,1,1,2.4869063488482146,9,0,1,1,1,0,1,2
18,0,1,3,4.2854361862051915,29,1,2,0,1,0,0,4
16,0,1,0,1.2898136091169254,9,1,1,0,0,0,0,3
15,1,1,2,11.485870794171472,1,0,2,0,1,0,0,1
15,0,1,0,12.440589585040184,13,1,1,0,1,0,0,4
17,1,0,3,10.114845967108888,12,0,4,1,0,1,0,3
15,0,0,2,16.34204266,21,1,1,0,1,0,0,4
18,1,2,2,17.220176426160272,28,0,4,0,0,0,0,4
15,0,0,3,12.312487933662533,5,0,2,0,0,1,0,2
15,0,1,2,0.2551295941486109,8,1,3,1,0,1,1,2
18,1,0,4,13.904593114954713,12,0,1,0,0,0,1,4
16,0,1,2,8.359984338407031,8,1,3,1,0,1,0,2
16,0,2,3,11.31114966452774,12,1,2,0,0,0,1,4
18,0,0,2,12.981612040377687,4,1,2,1,0,0,0,1
17,1,0,1,7.004732286541535,13,0,3,1,0,1,0,3
15,0,0,2,18.341970103435884,4,0,2,1,0,0,0,1
18,0,1,1,2.679497334995624,8,0,2,0,0,1,0,4
15,1,2,2,13.430236145620748,7,1,0,0,0,1,1,2
17,1,0,2,0.087191599,6,0,1,0,1,0,0,3
15,1,2,2,18.493022108103617,7,0,2,0,0,0,0,2
18,0,0,0,2.250082665,21,0,0,0,0,0,0,4
15,0,0,1,1.8976846029514927,2,0,1,1,0,0,0,2
16,0,3,2,6.660152661044885,22,0,1,0,0,0,0,4
17,1,0,4,7.471325720781612,23,0,1,0,0,0,0,4
17,0,0,1,4.286001446457572,14,1,2,1,1,1,0,3
17,0,0,2,11.702433218542494,7,0,2,0,1,1,0,2
18,1,0,2,8.858281960839271,0,1,4,1,0,0,0,0
17,1,0,2,0.6835117808217483,6,0,2,1,0,0,0,2
16,1,0,1,6.393041245106012,18,0,4,1,0,0,0,4
18,1,1,2,16.20865827146341,1,0,3,1,0,0,0,0
16,1,0,1,13.794030697237371,13,0,4,0,0,1,1,4
15,0,1,4,14.49741707159761,17,0,3,0,0,0,0,4
15,1,0,1,13.962338481670471,29,1,3,0,0,0,0,4
15,0,0,1,6.219460427660666,14,0,2,0,0,1,0,4
15,0,1,0,1.9932784415355176,13,0,1,0,1,1,0,4
16,1,3,1,5.449343681,23,0,1,1,0,0,0,4
18,1,0,2,16.635706003703184,24,1,4,0,1,0,0,4
18,1,2,1,19.609415955661422,18,0,4,0,0,1,1,4
17,0,1,0,9.876940294831227,29,0,3,1,0,0,1,4
16,1,1,2,0.1940070984608444,18,0,3,0,0,0,0,4
15,1,1,0,2.8008962426845807,21,1,4,0,1,0,1,4
16,1,0,0,6.441611506325316,26,0,2,0,1,0,1,4
17,1,0,3,11.571706971858994,25,0,3,1,0,0,0,4
17,1,1,2,1.5018729161062794,16,0,2,1,0,0,0,4
16,0,0,3,18.867145974197634,21,1,2,1,0,0,0,4
16,0,3,3,7.3016734656880145,27,0,0,0,0,0,0,4
16,0,0,2,18.251684358496462,18,1,2,1,0,0,0,4
18,1,0,0,15.610436055140436,26,0,3,0,0,0,0,4
15,1,2,2,15.108745450311623,15,0,2,0,0,0,0,4
16,1,0,3,12.13439159564464,19,0,3,0,0,0,1,4
16,0,1,2,12.535676341036892,24,1,2,0,0,1,0,4
16,1,1,2,12.760064704324963,18,0,1,0,0,0,0,4
17,1,3,1,12.574427740511641,0,1,3,1,0,0,0,0
17,1,2,3,11.074564627967225,18,0,3,0,0,0,0,4
